rank,eng,deu,fra,ita,nld,por,spa
3450,continuous,kontinuierlich,continu,continuo,continu,contínuo,continuo
3455,initiative,Initiative,initiative,iniziativa,initiatief,iniciativa,iniciativa
3456,novel,Roman,roman,romanzo,roman,romance,novela
3457,pan,Pfanne,poêle,padella,pan,frigideira,sartén
3458,execution,Ausführung,exécution,esecuzione,uitvoering,execução,ejecución
3459,disability,Behinderung,handicap,disabilità,handicap,deficiência,discapacidad
3462,winner,Gewinner,gagnant,vincitore,winnaar,vencedor,ganador
3464,contractor,Auftragnehmer,entrepreneur,appaltatore,aannemer,empreiteiro,contratista
3466,episode,Episode,épisode,episodio,aflevering,episódio,episodio
3467,examination,Prüfung,examen,esame,examen,exame,examen
3469,dish,Gericht,plat,piatto,gerecht,prato,plato
3471,bulletin,Bulletin,bulletin,bollettino,bulletin,boletim,boletín
3475,modify,ändern,modifier,modificare,wijzigen,modificar,modificar
3480,painting,Gemälde,peinture,dipinto,schilderij,pintura,pintura
3483,affordable,erschwinglich,abordable,accessibile,betaalbaar,acessível,asequible
3484,universe,Universum,univers,universo,universum,universo,universo
3485,candidate,Kandidat,candidat,candidato,kandidaat,candidato,candidato
3487,patent,Patent,brevet,brevetto,octrooi,patente,patente
3488,slot,Schlitz,fente,fessura,sleuf,ranhura,ranura
3490,outstanding,hervorragend,exceptionnel,eccezionale,uitstekend,excecional,excepcional
3493,perspective,Perspektive,perspective,prospettiva,perspectief,perspetiva,perspectiva
3497,messenger,Bote,messager,messaggero,bode,mensageiro,mensajero
3498,mirror,Spiegel,miroir,specchio,spiegel,espelho,espejo
3499,tournament,Turnier,tournoi,torneo,toernooi,torneio,torneo
3502,discounts,Rabatt,remise,sconto,korting,desconto,descuento
3504,sessions,Sitzung,séance,sessione,sessie,sessão,sesión
3507,stocks,Aktie,action,azione,aandeel,ação,acción
3508,buyers,Käufer,acheteur,acquirente,koper,comprador,comprador
3509,journals,Zeitschrift,revue,rivista,tijdschrift,revista,revista
3510,gray,grau,gris,grigio,grijs,cinzento,gris
3511,catalogue,Katalog,catalogue,catalogo,catalogus,catálogo,catálogo
3516,broad,breit,large,largo,breed,largo,ancho
3519,chosen,gewählt,choisi,scelto,gekozen,escolhido,elegido
3523,swiss,schweizerisch,suisse,svizzero,Zwitsers,suíço,suizo
3526,labour,Arbeit,travail,lavoro,arbeid,trabalho,trabajo
3527,hate,hassen,haïr,odiare,haten,odiar,odiar
3529,publishers,Verleger,éditeur,editore,uitgever,editor,editor
3530,nights,Nacht,nuit,notte,nacht,noite,noche
3532,caribbean,karibisch,caribéen,caraibico,Caribisch,caribenho,caribeño
3533,liquid,Flüssigkeit,liquide,liquido,vloeistof,líquido,líquido
3534,rice,Reis,riz,riso,rijst,arroz,arroz
3536,loop,Schleife,boucle,anello,lus,laço,bucle
3537,salary,Gehalt,salaire,stipendio,salaris,salário,salario
3538,reservation,Reservierung,réservation,prenotazione,reservering,reserva,reserva
3539,foods,Essen,aliment,alimento,voedsel,alimento,alimento
3540,gourmet,Feinschmecker,gourmet,buongustaio,fijnproever,gourmet,gourmet
3541,guard,Wache,garde,guardia,bewaker,guarda,guardia
3546,remaining,übrig,restant,restante,resterend,restante,restante
3547,empire,Reich,empire,impero,rijk,império,imperio
3551,raise,erhöhen,augmenter,aumentare,verhogen,aumentar,aumentar
3552,prepare,vorbereiten,préparer,preparare,voorbereiden,preparar,preparar
3553,avatar,Avatar,avatar,avatar,avatar,avatar,avatar
3556,illegal,illegal,illégal,illegale,illegaal,ilegal,ilegal
3557,expansion,Erweiterung,expansion,espansione,uitbreiding,expansão,expansión
3558,vary,variieren,varier,variare,variëren,variar,variar
3565,tomorrow,morgen,demain,domani,morgen,amanhã,mañana
3567,milk,Milch,lait,latte,melk,leite,leche
3568,decide,entscheiden,décider,decidere,beslissen,decidir,decidir
3569,consent,Zustimmung,consentement,consenso,toestemming,consentimento,consentimiento
3570,drama,Drama,drame,dramma,drama,drama,drama
3573,downtown,Innenstadt,centre-ville,centro,centrum,centro,centro
3574,keyboard,Tastatur,clavier,tastiera,toetsenbord,teclado,teclado
3575,contest,Wettbewerb,concours,concorso,wedstrijd,concurso,concurso
3579,boot,Stiefel,botte,stivale,laars,bota,bota
3580,suitable,geeignet,convenable,adatto,geschikt,adequado,adecuado
3584,lunch,Mittagessen,déjeuner,pranzo,lunch,almoço,almuerzo
3586,audit,Prüfung,audit,revisione,audit,auditoria,auditoría
3587,push,drücken,pousser,spingere,duwen,empurrar,empujar
3591,muscle,Muskel,muscle,muscolo,spier,músculo,músculo
3594,implement,umsetzen,implémenter,attuare,uitvoeren,implementar,implementar
3598,typical,typisch,typique,tipico,typisch,típico,típico
3599,tower,Turm,tour,torre,toren,torre,torre
3601,sum,Summe,somme,somma,som,soma,suma
3603,calculator,Taschenrechner,calculatrice,calcolatrice,rekenmachine,calculadora,calculadora
3605,chicken,Huhn,poulet,pollo,kip,frango,pollo
3606,temporary,vorübergehend,temporaire,temporaneo,tijdelijk,temporário,temporal
3607,attend,teilnehmen,assister,partecipare,bijwonen,assistir,asistir
3608,shower,Dusche,douche,doccia,douche,duche,ducha
3613,dear,lieb,cher,caro,lief,querido,querido
3614,sufficient,ausreichend,suffisant,sufficiente,voldoende,suficiente,suficiente
3616,shell,Muschel,coquille,conchiglia,schelp,concha,concha
3617,province,Provinz,province,provincia,provincie,província,provincia
3619,oak,Eiche,chêne,quercia,eik,carvalho,roble
3621,awareness,Bewusstsein,conscience,consapevolezza,bewustzijn,consciência,conciencia
3623,governor,Gouverneur,gouverneur,governatore,gouverneur,governador,gobernador
3624,beer,Bier,bière,birra,bier,cerveja,cerveza
3626,contribution,Beitrag,contribution,contributo,bijdrage,contribuição,contribución
3627,measurement,Messung,mesure,misurazione,meting,medição,medición
3628,swimming,Schwimmen,natation,nuoto,zwemmen,natação,natación
3630,formula,Formel,formule,formula,formule,fórmula,fórmula
3631,constitution,Verfassung,constitution,costituzione,grondwet,constituição,constitución
3632,packaging,Verpackung,emballage,imballaggio,verpakking,embalagem,embalaje
3635,catch,fangen,attraper,prendere,vangen,apanhar,atrapar
3639,reliable,zuverlässig,fiable,affidabile,betrouwbaar,fiável,fiable
3640,consultation,Beratung,consultation,consultazione,consultatie,consulta,consulta
3641,northwest,Nordwesten,nord-ouest,nord-ovest,noordwesten,noroeste,noroeste
3643,doubt,Zweifel,doute,dubbio,twijfel,dúvida,duda
3644,earn,verdienen,gagner,guadagnare,verdienen,ganhar,ganar
3646,unable,unfähig,incapable,incapace,onbekwaam,incapaz,incapaz
3650,democracy,Demokratie,démocratie,democrazia,democratie,democracia,democracia
3654,merchandise,Ware,marchandise,merce,koopwaar,mercadoria,mercancía
3656,resistance,Widerstand,résistance,resistenza,weerstand,resistência,resistencia
3661,memorial,Denkmal,mémorial,memoriale,gedenkteken,memorial,memorial
3662,visitor,Besucher,visiteur,visitatore,bezoeker,visitante,visitante
3663,twin,Zwilling,jumeau,gemello,tweeling,gémeo,gemelo
3665,insert,einfügen,insérer,inserire,invoegen,inserir,insertar
3667,gateway,Tor,passerelle,portale,toegangspoort,portal,portal
3671,drawing,Zeichnung,dessin,disegno,tekening,desenho,dibujo
3675,biological,biologisch,biologique,biologico,biologisch,biológico,biológico
3677,transition,Übergang,transition,transizione,overgang,transição,transición
3680,spy,Spion,espion,spia,spion,espião,espía
3682,instrument,Instrument,instrument,strumento,instrument,instrumento,instrumento
3690,pregnant,schwanger,enceinte,incinta,zwanger,grávido,embarazado
3692,classification,Klassifizierung,classification,classificazione,classificatie,classificação,clasificación
3695,physician,Arzt,médecin,medico,arts,médico,médico
3697,bargain,Schnäppchen,affaire,affare,koopje,pechincha,ganga
3706,spiritual,spirituell,spirituel,spirituale,spiritueel,espiritual,espiritual
3707,hunting,Jagen,chasse,caccia,jagen,caça,caza
3708,diabetes,Diabetes,diabète,diabete,diabetes,diabetes,diabetes
3712,chip,Chip,puce,chip,chip,chip,chip
3714,sit,sitzen,s'asseoir,sedersi,zitten,sentar,sentarse
3722,flexible,flexibel,flexible,flessibile,flexibel,flexível,flexible
3725,mapping,Kartierung,cartographie,mappatura,kartering,mapeamento,mapeo
3728,bird,Vogel,oiseau,uccello,vogel,pássaro,pájaro
3729,satisfaction,Zufriedenheit,satisfaction,soddisfazione,tevredenheid,satisfação,satisfacción
3734,superior,überlegen,supérieur,superiore,superieur,superior,superior
3740,intellectual,intellektuell,intellectuel,intellettuale,intellectueel,intelectual,intelectual
3744,carbon,Kohlenstoff,carbone,carbonio,koolstof,carbono,carbono
3746,comfortable,bequem,confortable,comodo,comfortabel,confortável,cómodo
3748,interaction,Interaktion,interaction,interazione,interactie,interação,interacción
3749,listening,Zuhören,écoute,ascolto,luisteren,escuta,escucha
3751,registry,Register,registre,registro,register,registo,registro
3752,crisis,Krise,crise,crisi,crisis,crise,crisis
3753,outlook,Aussicht,perspective,prospettiva,vooruitzicht,perspetiva,perspectiva
3754,massive,massiv,massif,massiccio,massief,maciço,masivo
3756,employed,angestellt,employé,impiegato,werkzaam,empregado,empleado
3757,bright,hell,lumineux,luminoso,helder,brilhante,brillante
3759,header,Kopfzeile,en-tête,intestazione,koptekst,cabeçalho,encabezado
3761,poverty,Armut,pauvreté,povertà,armoede,pobreza,pobreza
3763,piano,Klavier,piano,pianoforte,piano,piano,piano
3764,echo,Echo,écho,eco,echo,eco,eco
3766,grid,Gitter,grille,griglia,raster,grelha,cuadrícula
3769,experimental,experimentell,expérimental,sperimentale,experimenteel,experimental,experimental
3771,revolution,Revolution,révolution,rivoluzione,revolutie,revolução,revolución
3772,consolidation,Konsolidierung,consolidation,consolidamento,consolidatie,consolidação,consolidación
3774,plasma,Plasma,plasma,plasma,plasma,plasma,plasma
3776,earnings,Verdienst,gain,guadagno,inkomen,rendimento,ganancia
3778,mystery,Geheimnis,mystère,mistero,mysterie,mistério,misterio
3779,landscape,Landschaft,paysage,paesaggio,landschap,paisagem,paisaje
3781,mechanical,mechanisch,mécanique,meccanico,mechanisch,mecânico,mecánico
3782,journey,Reise,voyage,viaggio,reis,viagem,viaje
3787,banner,Banner,bannière,striscione,spandoek,faixa,pancarta
3788,applicant,Bewerber,candidat,candidato,sollicitant,candidato,solicitante
3790,fig,Feige,figue,fico,vijg,figo,higo
3792,cooperation,Kooperation,coopération,cooperazione,samenwerking,cooperação,cooperación
3794,acquisition,Erwerb,acquisition,acquisizione,verwerving,aquisição,adquisición
3800,dreams,Traum,rêve,sogno,droom,sonho,sueño
3801,blogger,Blogger,blogueur,blogger,blogger,blogueiro,bloguero
3802,notification,Benachrichtigung,notification,notifica,melding,notificação,notificación
3806,teach,unterrichten,enseigner,insegnare,onderwijzen,ensinar,enseñar
3808,textbooks,Lehrbuch,manuel,libro di testo,leerboek,manual,libro de texto
3809,rapid,schnell,rapide,rapido,snel,rápido,rápido
3811,hairy,haarig,poilu,peloso,harig,peludo,peludo
3812,diversity,Vielfalt,diversité,diversità,diversiteit,diversidade,diversidad
3816,deposit,Einzahlung,dépôt,deposito,storting,depósito,depósito
3817,seminar,Seminar,séminaire,seminario,seminar,seminário,seminario
3818,investments,Investition,investissement,investimento,investering,investimento,inversión
3821,wheels,Rad,roue,ruota,wiel,roda,rueda
3824,accessibility,Zugänglichkeit,accessibilité,accessibilità,toegankelijkheid,acessibilidade,accesibilidad
3826,sensitive,empfindlich,sensible,sensibile,gevoelig,sensível,sensible
3828,formats,Format,format,formato,formaat,formato,formato
3831,boots,Stiefel,botte,stivale,laars,bota,bota
3833,router,Router,routeur,router,router,router,enrutador
3834,concrete,Beton,béton,cemento,beton,betão,hormigón
3838,folder,Ordner,dossier,cartella,map,pasta,carpeta
3841,completion,Fertigstellung,achèvement,completamento,voltooiing,conclusão,finalización
3842,upload,hochladen,téléverser,caricare,uploaden,carregar,subir
3843,pulse,Puls,pouls,polso,pols,pulso,pulso
3844,universities,Universität,université,università,universiteit,universidade,universidad
3845,technique,Technik,technique,tecnica,techniek,técnica,técnica
3846,contractors,Auftragnehmer,entrepreneur,appaltatore,aannemer,empreiteiro,contratista
3848,voting,Abstimmung,vote,votazione,stemming,votação,votación
3849,courts,Gericht,tribunal,tribunale,rechtbank,tribunal,tribunal
3852,calculate,berechnen,calculer,calcolare,berekenen,calcular,calcular
3856,broadcast,senden,diffuser,trasmettere,uitzenden,transmitir,transmitir
3860,anniversary,Jahrestag,anniversaire,anniversario,jubileum,aniversário,aniversario
3861,improvements,Verbesserung,amélioration,miglioramento,verbetering,melhoria,mejora
3863,specification,Spezifikation,spécification,specifica,specificatie,especificação,especificación
3864,pearl,Perle,perle,perla,parel,pérola,perla
3865,accident,Unfall,accident,incidente,ongeluk,acidente,accidente
3867,accessible,zugänglich,accessible,accessibile,toegankelijk,acessível,accesible
3868,accessory,Zubehör,accessoire,accessorio,accessoire,acessório,accesorio
3869,resident,Einwohner,résident,residente,inwoner,residente,residente
3873,airline,Fluggesellschaft,compagnie aérienne,compagnia aerea,luchtvaartmaatschappij,companhia aérea,aerolínea
3875,representation,Darstellung,représentation,rappresentazione,weergave,representação,representación
3877,pump,Pumpe,pompe,pompa,pomp,bomba,bomba
3880,smooth,glatt,lisse,liscio,glad,liso,liso
3884,strike,Streik,grève,sciopero,staking,greve,huelga
3885,consumption,Verbrauch,consommation,consumo,consumptie,consumo,consumo
3889,narrow,schmal,étroit,stretto,smal,estreito,estrecho
3890,afternoon,Nachmittag,après-midi,pomeriggio,middag,tarde,tarde
3891,threat,Bedrohung,menace,minaccia,bedreiging,ameaça,amenaza
3895,consultant,Berater,consultant,consulente,consulent,consultor,consultor
3899,penis,Penis,pénis,pene,penis,pénis,pene
3903,trailer,Anhänger,remorque,rimorchio,aanhanger,reboque,remolque
3905,castle,Schloss,château,castello,kasteel,castelo,castillo
3910,antique,antik,antique,antico,antiek,antigo,antiguo
3919,exam,Prüfung,examen,esame,examen,exame,examen
3921,residence,Wohnsitz,résidence,residenza,woonplaats,residência,residencia
3925,density,Dichte,densité,densità,dichtheid,densidade,densidad
3929,strange,seltsam,étrange,strano,vreemd,estranho,extraño
3930,sustainable,nachhaltig,durable,sostenibile,duurzaam,sustentável,sostenible
3933,beds,Bett,lit,letto,bed,cama,cama
3934,breasts,Brust,sein,seno,borst,seio,seno
3936,innovation,Innovation,innovation,innovazione,innovatie,inovação,innovación
3939,grey,grau,gris,grigio,grijs,cinzento,gris
3940,parallel,parallel,parallèle,parallelo,parallel,paralelo,paralelo
3943,operate,bedienen,opérer,operare,bedienen,operar,operar
3945,bold,fett,gras,grassetto,vet,negrito,negrita
3947,stable,stabil,stable,stabile,stabiel,estável,estable
3948,opera,Oper,opéra,opera,opera,ópera,ópera
3951,doctors,Arzt,médecin,medico,arts,médico,médico
3952,lesson,Lektion,leçon,lezione,les,lição,lección
3953,cinema,Kino,cinéma,cinema,bioscoop,cinema,cine
3956,scan,scannen,scanner,scansionare,scannen,digitalizar,escanear
3960,reaction,Reaktion,réaction,reazione,reactie,reação,reacción
3964,severe,schwer,sévère,severo,zwaar,severo,severo
3965,generate,erzeugen,générer,generare,genereren,gerar,generar
3967,newspapers,Zeitung,journal,giornale,krant,jornal,periódico
3968,hospitals,Krankenhaus,hôpital,ospedale,ziekenhuis,hospital,hospital
3970,deluxe,luxuriös,luxueux,lussuoso,luxe,luxuoso,lujoso
3971,humor,Humor,humour,umorismo,humor,humor,humor
3973,monitors,Monitor,moniteur,monitor,monitor,monitor,monitor
3976,duration,Dauer,durée,durata,duur,duração,duración
3982,fabric,Stoff,tissu,tessuto,stof,tecido,tela
3990,contrast,Kontrast,contraste,contrasto,contrast,contraste,contraste
3991,recommendation,Empfehlung,recommandation,raccomandazione,aanbeveling,recomendação,recomendación
3993,recruitment,Rekrutierung,recrutement,reclutamento,werving,recrutamento,reclutamiento
3994,sin,Sünde,péché,peccato,zonde,pecado,pecado
3996,cute,niedlich,mignon,carino,schattig,fofo,lindo
4004,expensive,teuer,cher,costoso,duur,caro,caro
4006,capture,einfangen,capturer,catturare,vangen,capturar,capturar
4008,buffalo,Büffel,buffle,bufalo,buffel,búfalo,búfalo
4010,plane,Flugzeug,avion,aereo,vliegtuig,avião,avión
4012,explain,erklären,expliquer,spiegare,uitleggen,explicar,explicar
4013,seed,Samen,graine,seme,zaad,semente,semilla
4015,desire,Wunsch,désir,desiderio,verlangen,desejo,deseo
4016,expertise,Fachwissen,expertise,competenza,deskundigheid,perícia,pericia
4017,mechanism,Mechanismus,mécanisme,meccanismo,mechanisme,mecanismo,mecanismo
4018,camping,Camping,camping,campeggio,camping,campismo,acampada
4020,jewellery,Schmuck,bijou,gioiello,sieraad,joia,joya
4022,welfare,Wohlfahrt,bien-être,benessere,welzijn,bem-estar,bienestar
4024,catch,fangen,attraper,prendere,vangen,apanhar,atrapar
4028,measure,messen,mesurer,misurare,meten,medir,medir
4030,bottle,Flasche,bouteille,bottiglia,fles,garrafa,botella
